TOUCH   waitFrame = 1061
109,231,0,0,CENTER,0,TOUCH,50
109,231,0,0,CENTER,0,SWIPE,50
109,231,0,0,CENTER,0,SWIPE,50
109,231,0,0,CENTER,0,SWIPE,50
109,231,0,0,CENTER,0,SWIPE,50
109,231,0,0,CENTER,0,SWIPE,50
SEPARATE   holdFrame = 6
TOUCH   waitFrame = 76
51,329,0,0,CENTER,0,TOUCH,50
47,319,-4,-10,SOUTH,248.1986,SWIPE,50
43,309,-4,-10,SOUTH,248.1986,SWIPE,50
39,287,-4,-22,SOUTH,259.6952,SWIPE,50
39,281,0,-6,SOUTH,270,SWIPE,50
39,265,0,-16,SOUTH,270,SWIPE,50
47,253,8,-12,SOUTHEAST,303.6901,SWIPE,50
SEPARATE   holdFrame = 7
