TOUCH   waitFrame = 1098
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
SEPARATE   holdFrame = 167
