TOUCH   waitFrame = 1098
91,203,0,0,CENTER,0,TOUCH
119,193,28,-10,EAST,-19.65382,SWIPE
135,193,16,0,EAST,0,SWIPE
169,191,34,-2,EAST,-3.366461,SWIPE
199,187,30,-4,EAST,-7.594644,SWIPE
225,189,26,2,EAST,4.398705,SWIPE
235,201,10,12,NORTHEAST,50.19443,SWIPE
237,223,2,22,NORTH,84.80557,SWIPE
225,257,-12,34,NORTH,109.44,SWIPE
203,283,-22,26,NORTHWEST,130.2364,SWIPE
173,301,-30,18,NORTHWEST,149.0362,SWIPE
141,309,-32,8,WEST,165.9638,SWIPE
121,309,-20,0,WEST,180,SWIPE
103,287,-18,-22,SOUTHWEST,-129.2894,SWIPE
97,255,-6,-32,SOUTH,-100.6197,SWIPE
111,193,14,-62,SOUTH,-77.27565,SWIPE
131,167,20,-26,SOUTHEAST,-52.43141,SWIPE
151,155,20,-12,SOUTHEAST,-30.96376,SWIPE
171,155,20,0,EAST,0,SWIPE
189,171,18,16,NORTHEAST,41.63354,SWIPE
233,251,44,80,NORTHEAST,61.18921,SWIPE
233,267,0,16,NORTH,90,SWIPE
233,301,0,34,NORTH,90,SWIPE
223,319,-10,18,NORTHWEST,119.0546,SWIPE
207,335,-16,16,NORTHWEST,119.0546,SWIPE
185,343,-22,8,WEST,160.0169,SWIPE
163,343,-22,0,WEST,180,SWIPE
143,327,-20,-16,SOUTHWEST,-141.3402,SWIPE
131,291,-12,-36,SOUTH,-108.435,SWIPE
149,249,18,-42,SOUTHEAST,-66.80141,SWIPE
169,231,20,-18,SOUTHEAST,-41.98721,SWIPE
219,221,50,-10,EAST,-11.30993,SWIPE
249,243,30,22,NORTHEAST,36.25384,SWIPE
265,277,16,34,NORTHEAST,64.79888,SWIPE
267,309,2,32,NORTH,86.42367,SWIPE
255,343,-12,34,NORTH,109.44,SWIPE
237,363,-18,20,NORTHWEST,131.9872,SWIPE
215,373,-22,10,NORTHWEST,155.556,SWIPE
185,375,-30,2,WEST,176.1859,SWIPE
153,363,-32,-12,WEST,-159.444,SWIPE
123,335,-30,-28,SOUTHWEST,-136.9749,SWIPE
109,293,-14,-42,SOUTH,-108.435,SWIPE
117,225,8,-68,SOUTH,-83.29016,SWIPE
149,187,32,-38,SOUTHEAST,-49.89909,SWIPE
181,175,32,-12,EAST,-20.55605,SWIPE
211,173,30,-2,EAST,-3.814075,SWIPE
239,191,28,18,NORTHEAST,32.73523,SWIPE
257,221,18,30,NORTHEAST,59.03624,SWIPE
267,255,10,34,NORTH,73.61046,SWIPE
265,291,-2,36,NORTH,93.17983,SWIPE
251,323,-14,32,NORTHWEST,113.6294,SWIPE
227,353,-24,30,NORTHWEST,128.6598,SWIPE
197,373,-30,20,NORTHWEST,146.3099,SWIPE
165,387,-32,14,NORTHWEST,156.3706,SWIPE
133,389,-32,2,WEST,176.4237,SWIPE
107,383,-26,-6,WEST,-167.0054,SWIPE
97,365,-10,-18,SOUTHWEST,-119.0546,SWIPE
107,335,10,-30,SOUTH,-71.56505,SWIPE
163,279,56,-56,SOUTH,-71.56505,SWIPE
203,259,40,-20,SOUTHEAST,-26.56505,SWIPE
237,253,34,-6,EAST,-10.00798,SWIPE
259,265,22,12,NORTHEAST,28.61046,SWIPE
269,293,10,28,NORTH,70.34618,SWIPE
269,329,0,36,NORTH,90,SWIPE
253,361,-16,32,NORTHWEST,116.565,SWIPE
229,385,-24,24,NORTHWEST,116.565,SWIPE
181,405,-48,20,NORTHWEST,157.3801,SWIPE
93,411,-88,6,WEST,176.0995,SWIPE
37,391,-56,-20,WEST,-160.3462,SWIPE
3,303,-34,-88,SOUTH,-111.1247,SWIPE
7,281,4,-22,SOUTH,-79.69515,SWIPE
181,241,174,-40,EAST,-12.94651,SWIPE
187,261,6,20,NORTH,73.30076,SWIPE
189,303,2,42,NORTH,87.27369,SWIPE
187,339,-2,36,NORTH,93.17983,SWIPE
171,367,-16,28,NORTHWEST,119.7449,SWIPE
151,383,-20,16,NORTHWEST,141.3402,SWIPE
111,397,-40,14,WEST,160.71,SWIPE
67,397,-44,0,WEST,180,SWIPE
3,353,-64,-44,SOUTHWEST,-145.4915,SWIPE
3,335,0,-18,SOUTH,-90,SWIPE
37,281,34,-54,SOUTHEAST,-57.80427,SWIPE
37,281,0,0,SOUTHEAST,-57.80427,SWIPE
93,241,56,-40,SOUTHEAST,-35.53768,SWIPE
219,209,126,-32,EAST,-14.25003,SWIPE
263,215,44,6,EAST,7.765166,SWIPE
293,237,30,22,NORTHEAST,36.25384,SWIPE
301,269,8,32,NORTH,75.96376,SWIPE
289,301,-12,32,NORTH,110.556,SWIPE
259,327,-30,26,NORTHWEST,139.0856,SWIPE
209,349,-50,22,NORTHWEST,156.2505,SWIPE
167,353,-42,4,WEST,174.5597,SWIPE
129,335,-38,-18,SOUTHWEST,-154.6538,SWIPE
119,299,-10,-36,SOUTH,-105.5241,SWIPE
127,247,8,-52,SOUTH,-81.25384,SWIPE
157,195,30,-52,SOUTHEAST,-60.01836,SWIPE
209,123,52,-72,SOUTHEAST,-54.16235,SWIPE
219,97,10,-26,SOUTH,-68.96249,SWIPE
213,95,-6,-2,WEST,-161.565,SWIPE
181,109,-32,14,NORTHWEST,156.3706,SWIPE
105,161,-76,52,NORTHWEST,145.6197,SWIPE
39,223,-66,62,NORTHWEST,136.7899,SWIPE
-19,301,-58,78,NORTHWEST,126.6341,SWIPE
-21,317,-2,16,NORTH,97.12502,SWIPE
-7,343,14,26,NORTHEAST,61.69925,SWIPE
45,361,52,18,EAST,19.09349,SWIPE
109,361,64,0,EAST,0,SWIPE
187,347,78,-14,EAST,-10.17551,SWIPE
303,313,116,-34,EAST,-16.33604,SWIPE
325,309,22,-4,EAST,-10.30485,SWIPE
327,309,2,0,EAST,0,SWIPE
321,311,-6,2,WEST,161.565,SWIPE
299,327,-22,16,NORTHWEST,143.9726,SWIPE
245,355,-54,28,NORTHWEST,152.5924,SWIPE
181,379,-64,24,WEST,159.444,SWIPE
103,397,-78,18,WEST,167.0054,SWIPE
39,397,-64,0,WEST,180,SWIPE
7,379,-32,-18,SOUTHWEST,-150.6422,SWIPE
9,347,2,-32,SOUTH,-86.42367,SWIPE
81,275,72,-72,SOUTH,-86.42367,SWIPE
157,223,76,-52,SOUTHEAST,-34.38034,SWIPE
263,171,106,-52,SOUTHEAST,-26.131,SWIPE
335,147,72,-24,EAST,-18.43495,SWIPE
379,143,44,-4,EAST,-5.194429,SWIPE
399,157,20,14,NORTHEAST,34.99202,SWIPE
401,185,2,28,NORTH,85.91438,SWIPE
381,221,-20,36,NORTHWEST,119.0546,SWIPE
335,259,-46,38,NORTHWEST,140.4403,SWIPE
265,291,-70,32,NORTHWEST,155.4328,SWIPE
161,315,-104,24,WEST,167.0054,SWIPE
63,311,-98,-4,WEST,-177.6627,SWIPE
47,285,-16,-26,SOUTHWEST,-121.6075,SWIPE
67,251,20,-34,SOUTHEAST,-59.53446,SWIPE
111,209,44,-42,SOUTHEAST,-43.66778,SWIPE
171,177,60,-32,SOUTHEAST,-28.07249,SWIPE
229,157,58,-20,EAST,-19.02561,SWIPE
287,155,58,-2,EAST,-1.974934,SWIPE
311,173,24,18,NORTHEAST,36.8699,SWIPE
315,207,4,34,NORTH,83.29016,SWIPE
291,255,-24,48,NORTHWEST,116.565,SWIPE
241,301,-50,46,NORTHWEST,137.386,SWIPE
175,335,-66,34,NORTHWEST,152.7447,SWIPE
103,355,-72,20,WEST,164.4759,SWIPE
41,357,-62,2,WEST,178.1524,SWIPE
17,329,-24,-28,SOUTHWEST,-130.6013,SWIPE
35,291,18,-38,SOUTHEAST,-64.65382,SWIPE
131,223,96,-68,SOUTHEAST,-35.31121,SWIPE
229,191,98,-32,EAST,-18.08344,SWIPE
317,179,88,-12,EAST,-7.765166,SWIPE
387,189,70,10,EAST,8.130102,SWIPE
405,215,18,26,NORTHEAST,55.30485,SWIPE
395,255,-10,40,NORTH,104.0362,SWIPE
347,307,-48,52,NORTHWEST,132.7094,SWIPE
289,343,-58,36,NORTHWEST,148.1726,SWIPE
169,369,-120,26,WEST,167.7749,SWIPE
129,369,-40,0,WEST,180,SWIPE
61,355,-68,-14,WEST,-168.3664,SWIPE
21,309,-40,-46,SOUTHWEST,-131.0091,SWIPE
27,261,6,-48,SOUTH,-82.87498,SWIPE
73,207,46,-54,SOUTHEAST,-49.57393,SWIPE
217,137,144,-70,SOUTHEAST,-25.9249,SWIPE
303,121,86,-16,EAST,-10.53918,SWIPE
373,121,70,0,EAST,0,SWIPE
405,143,32,22,NORTHEAST,34.50852,SWIPE
405,183,0,40,NORTH,90,SWIPE
359,243,-46,60,NORTHWEST,127.4762,SWIPE
289,287,-70,44,NORTHWEST,147.8477,SWIPE
173,327,-116,40,WEST,160.9744,SWIPE
73,337,-100,10,WEST,174.2894,SWIPE
1,329,-72,-8,WEST,-173.6598,SWIPE
-19,299,-20,-30,SOUTHWEST,-123.6901,SWIPE
9,253,28,-46,SOUTHEAST,-58.67131,SWIPE
75,205,66,-48,SOUTHEAST,-36.02737,SWIPE
193,153,118,-52,SOUTHEAST,-23.78203,SWIPE
291,133,98,-20,EAST,-11.53462,SWIPE
411,145,120,12,EAST,5.710593,SWIPE
435,179,24,34,NORTHEAST,54.78241,SWIPE
435,227,0,48,NORTH,90,SWIPE
405,277,-30,50,NORTHWEST,120.9638,SWIPE
353,321,-52,44,NORTHWEST,139.7637,SWIPE
213,369,-140,48,WEST,161.0754,SWIPE
169,373,-44,4,WEST,174.8056,SWIPE
95,367,-74,-6,WEST,-175.3645,SWIPE
71,337,-24,-30,SOUTHWEST,-128.6598,SWIPE
81,291,10,-46,SOUTH,-77.73522,SWIPE
119,245,38,-46,SOUTHEAST,-50.44033,SWIPE
191,209,72,-36,SOUTHEAST,-26.56505,SWIPE
225,205,34,-4,EAST,-6.709837,SWIPE
239,205,14,0,EAST,0,SWIPE
251,211,12,6,NORTHEAST,26.56505,SWIPE
SEPARATE   holdFrame = 190
TOUCH   waitFrame = 132
209,415,0,0,NORTHEAST,26.56505,TOUCH
209,409,0,-6,SOUTH,-90,SWIPE
203,401,-6,-8,SOUTHWEST,-126.8699,SWIPE
195,395,-8,-6,SOUTHWEST,-143.1301,SWIPE
185,389,-10,-6,SOUTHWEST,-149.0362,SWIPE
169,379,-16,-10,SOUTHWEST,-147.9946,SWIPE
149,363,-20,-16,SOUTHWEST,-141.3402,SWIPE
113,333,-36,-30,SOUTHWEST,-140.1944,SWIPE
87,305,-26,-28,SOUTHWEST,-132.8789,SWIPE
67,273,-20,-32,SOUTHWEST,-122.0054,SWIPE
53,235,-14,-38,SOUTH,-110.2249,SWIPE
57,205,4,-30,SOUTH,-82.40536,SWIPE
65,197,8,-8,SOUTH,-82.40536,SWIPE
99,179,34,-18,SOUTHEAST,-27.89727,SWIPE
167,155,68,-24,EAST,-19.44003,SWIPE
215,145,48,-10,EAST,-11.76829,SWIPE
237,145,22,0,EAST,0,SWIPE
245,151,8,6,NORTHEAST,36.8699,SWIPE
245,157,0,6,NORTH,90,SWIPE
243,165,-2,8,NORTH,104.0362,SWIPE
221,173,-22,8,WEST,160.0169,SWIPE
205,173,-16,0,WEST,180,SWIPE
115,171,-90,-2,WEST,-178.727,SWIPE
57,163,-58,-8,WEST,-172.1467,SWIPE
35,161,-22,-2,WEST,-174.8056,SWIPE
7,159,-28,-2,WEST,-175.9144,SWIPE
13,173,6,14,NORTHEAST,66.80141,SWIPE
19,185,6,12,NORTHEAST,63.43495,SWIPE
65,241,46,56,NORTHEAST,50.59934,SWIPE
99,283,34,42,NORTHEAST,51.00901,SWIPE
143,323,44,40,NORTHEAST,42.27369,SWIPE
173,341,30,18,NORTHEAST,30.96376,SWIPE
195,351,22,10,NORTHEAST,24.44395,SWIPE
213,353,18,2,EAST,6.340192,SWIPE
225,353,12,0,EAST,0,SWIPE
231,341,6,-12,SOUTHEAST,-63.43495,SWIPE
235,317,4,-24,SOUTH,-80.53768,SWIPE
231,285,-4,-32,SOUTH,-97.12502,SWIPE
211,243,-20,-42,SOUTHWEST,-115.4633,SWIPE
179,211,-32,-32,SOUTHWEST,-135,SWIPE
133,189,-46,-22,SOUTHWEST,-154.44,SWIPE
85,173,-48,-16,WEST,-161.565,SWIPE
33,163,-52,-10,WEST,-169.1145,SWIPE
25,161,-8,-2,WEST,-165.9638,SWIPE
25,161,0,0,WEST,-165.9638,SWIPE
37,161,12,0,EAST,0,SWIPE
81,169,44,8,EAST,10.30485,SWIPE
153,173,72,4,EAST,3.17983,SWIPE
233,183,80,10,EAST,7.125017,SWIPE
297,193,64,10,EAST,8.880659,SWIPE
339,209,42,16,EAST,20.85446,SWIPE
357,231,18,22,NORTHEAST,50.71059,SWIPE
357,259,0,28,NORTH,90,SWIPE
335,301,-22,42,NORTHWEST,117.646,SWIPE
237,365,-98,64,NORTHWEST,146.853,SWIPE
167,359,-70,-6,WEST,-175.1009,SWIPE
179,309,12,-50,SOUTH,-76.50426,SWIPE
233,263,54,-46,SOUTHEAST,-40.42608,SWIPE
243,255,10,-8,SOUTHEAST,-38.65981,SWIPE
243,255,0,0,SOUTHEAST,-38.65981,SWIPE
