TOUCH   waitFrame = 6
144,363,0,0,CENTER,0,TOUCH,-1
144,361,0,-2,SOUTH,-90,SWIPE,-1
144,361,0,0,SOUTH,-90,SWIPE,-1
144,361,0,0,SOUTH,-90,SWIPE,-1
SEPARATE   holdFrame = 4
TOUCH   waitFrame = 12
140,345,0,0,SOUTH,-90,TOUCH,-1
136,331,-4,-14,SOUTH,-105.9454,SWIPE,-1
136,325,0,-6,SOUTH,-90,SWIPE,-1
136,325,0,0,SOUTH,-90,SWIPE,-1
138,321,2,-4,SOUTHEAST,-63.43495,SWIPE,-1
SEPARATE   holdFrame = 5
TOUCH   waitFrame = 11
90,233,0,0,SOUTHEAST,-63.43495,TOUCH,-1
88,231,-2,-2,SOUTHWEST,-135,SWIPE,-1
88,231,0,0,SOUTHWEST,-135,SWIPE,-1
88,231,0,0,SOUTHWEST,-135,SWIPE,-1
88,231,0,0,SOUTHWEST,-135,SWIPE,-1
92,231,4,0,EAST,0,SWIPE,-1
SEPARATE   holdFrame = 6
TOUCH   waitFrame = 3
146,225,0,0,EAST,0,TOUCH,50
160,215,14,-10,SOUTHEAST,-35.53768,SWIPE,50
164,211,4,-4,SOUTHEAST,-35.53768,SWIPE,50
168,211,4,0,EAST,0,SWIPE,50
172,207,4,-4,EAST,0,SWIPE,50
SEPARATE   holdFrame = 5
TOUCH   waitFrame = 4
170,153,0,0,EAST,0,TOUCH,50
148,141,-22,-12,SOUTHWEST,-151.3895,SWIPE,50
136,139,-12,-2,WEST,-170.5377,SWIPE,50
124,141,-12,2,WEST,170.5377,SWIPE,50
112,153,-12,12,WEST,170.5377,SWIPE,50
96,181,-16,28,NORTHWEST,119.7449,SWIPE,50
90,207,-6,26,NORTH,102.9946,SWIPE,50
90,235,0,28,NORTH,90,SWIPE,50
106,249,16,14,NORTHEAST,41.18592,SWIPE,50
124,255,18,6,EAST,18.43495,SWIPE,50
146,261,22,6,EAST,15.25512,SWIPE,50
166,269,20,8,EAST,21.80141,SWIPE,50
186,283,20,14,NORTHEAST,34.99202,SWIPE,50
202,299,16,16,NORTHEAST,45,SWIPE,50
208,315,6,16,NORTH,69.44395,SWIPE,50
SEPARATE   holdFrame = 15
TOUCH   waitFrame = 4
144,351,0,0,NORTH,69.44395,TOUCH,50
134,329,-10,-22,SOUTHWEST,-114.444,SWIPE,50
136,313,2,-16,SOUTH,-82.87498,SWIPE,50
142,305,6,-8,SOUTHEAST,-53.1301,SWIPE,50
152,285,10,-20,SOUTHEAST,-63.43495,SWIPE,50
164,259,12,-26,SOUTHEAST,-65.22486,SWIPE,50
166,243,2,-16,SOUTH,-82.87498,SWIPE,50
154,231,-12,-12,SOUTHWEST,-135,SWIPE,50
138,227,-16,-4,WEST,-165.9638,SWIPE,50
SEPARATE   holdFrame = 9
