TOUCH   waitFrame = 63
97,156,0,0,CENTER,0,TOUCH,50
99,156,2,0,EAST,0,SWIPE,50
99,156,0,0,EAST,0,SWIPE,50
99,156,0,0,EAST,0,SWIPE,50
101,156,2,0,EAST,0,SWIPE,50
103,154,2,-2,EAST,0,SWIPE,50
119,146,16,-8,SOUTHEAST,333.4349,SWIPE,50
131,142,12,-4,EAST,341.5651,SWIPE,50
153,134,22,-8,EAST,340.0169,SWIPE,50
181,126,28,-8,EAST,344.0546,SWIPE,50
201,124,20,-2,EAST,354.2894,SWIPE,50
203,124,2,0,EAST,0,SWIPE,50
203,124,0,0,EAST,0,SWIPE,50
203,124,0,0,EAST,0,SWIPE,50
203,124,0,0,EAST,0,SWIPE,50
203,122,0,-2,SOUTH,270,SWIPE,50
199,114,-4,-8,SOUTHWEST,243.435,SWIPE,50
193,108,-6,-6,SOUTHWEST,225,SWIPE,50
189,104,-4,-4,SOUTHWEST,225,SWIPE,50
173,90,-16,-14,SOUTHWEST,221.1859,SWIPE,50
165,86,-8,-4,SOUTHWEST,206.565,SWIPE,50
157,82,-8,-4,SOUTHWEST,206.565,SWIPE,50
149,78,-8,-4,SOUTHWEST,206.565,SWIPE,50
143,76,-6,-2,WEST,198.435,SWIPE,50
135,72,-8,-4,SOUTHWEST,206.565,SWIPE,50
131,70,-4,-2,SOUTHWEST,206.565,SWIPE,50
131,70,0,0,SOUTHWEST,206.565,SWIPE,50
SEPARATE   holdFrame = 27
TOUCH   waitFrame = 705
163,234,0,0,SOUTHWEST,206.565,TOUCH,50
163,234,0,0,SOUTHWEST,206.565,SWIPE,50
163,234,0,0,SOUTHWEST,206.565,SWIPE,50
163,234,0,0,SOUTHWEST,206.565,SWIPE,50
163,234,0,0,SOUTHWEST,206.565,SWIPE,50
163,234,0,0,SOUTHWEST,206.565,SWIPE,50
163,234,0,0,SOUTHWEST,206.565,SWIPE,50
SEPARATE   holdFrame = 7
TOUCH   waitFrame = 746
69,274,0,0,SOUTHWEST,206.565,TOUCH,50
69,274,0,0,SOUTHWEST,206.565,SWIPE,50
69,274,0,0,SOUTHWEST,206.565,SWIPE,50
69,274,0,0,SOUTHWEST,206.565,SWIPE,50
69,274,0,0,SOUTHWEST,206.565,SWIPE,50
SEPARATE   holdFrame = 5
