TOUCH   waitFrame = 18
95,345,0,0,CENTER,0,TOUCH
57,323,-38,-22,SOUTHWEST,-149.9314,SWIPE
43,307,-14,-16,SOUTHWEST,-131.1859,SWIPE
39,299,-4,-8,SOUTHWEST,-116.565,SWIPE
37,283,-2,-16,SOUTH,-97.12502,SWIPE
45,265,8,-18,SOUTHEAST,-66.03751,SWIPE
61,249,16,-16,SOUTHEAST,-66.03751,SWIPE
89,241,28,-8,EAST,-15.9454,SWIPE
121,241,32,0,EAST,0,SWIPE
167,245,46,4,EAST,4.969741,SWIPE
185,257,18,12,NORTHEAST,33.69007,SWIPE
205,273,20,16,NORTHEAST,38.65981,SWIPE
209,287,4,14,NORTH,74.0546,SWIPE
203,305,-6,18,NORTH,108.435,SWIPE
167,325,-36,20,NORTHWEST,150.9454,SWIPE
125,337,-42,12,WEST,164.0546,SWIPE
81,339,-44,2,WEST,177.3974,SWIPE
55,337,-26,-2,WEST,-175.6013,SWIPE
79,313,24,-24,WEST,-175.6013,SWIPE
103,307,24,-6,EAST,-14.03624,SWIPE
217,305,114,-2,EAST,-1.005086,SWIPE
247,309,30,4,EAST,7.594644,SWIPE
285,321,38,12,EAST,17.52557,SWIPE
293,341,8,20,NORTH,68.19859,SWIPE
265,357,-28,16,NORTHWEST,150.2551,SWIPE
FPS : 44
217,371,-48,14,WEST,163.7398,SWIPE
157,375,-60,4,WEST,176.1859,SWIPE
133,373,-24,-2,WEST,-175.2364,SWIPE
131,359,-2,-14,SOUTH,-98.1301,SWIPE
147,343,16,-16,SOUTH,-98.1301,SWIPE
179,329,32,-14,SOUTHEAST,-23.62938,SWIPE
227,321,48,-8,EAST,-9.462322,SWIPE
259,319,32,-2,EAST,-3.576334,SWIPE
269,323,10,4,EAST,21.80141,SWIPE
261,341,-8,18,NORTHWEST,113.9625,SWIPE
251,347,-10,6,NORTHWEST,149.0362,SWIPE
199,373,-52,26,NORTHWEST,153.435,SWIPE
SEPARATE   holdFrame = 37
TOUCH   waitFrame = 21
219,333,0,0,NORTHWEST,153.435,TOUCH
171,315,-48,-18,WEST,-159.444,SWIPE
139,299,-32,-16,SOUTHWEST,-153.435,SWIPE
115,277,-24,-22,SOUTHWEST,-137.4895,SWIPE
111,267,-4,-10,SOUTH,-111.8014,SWIPE
111,251,0,-16,SOUTH,-90,SWIPE
159,229,48,-22,SOUTHEAST,-24.62357,SWIPE
207,225,48,-4,EAST,-4.763642,SWIPE
261,225,54,0,EAST,0,SWIPE
281,227,20,2,EAST,5.710593,SWIPE
275,231,-6,4,NORTHWEST,146.3099,SWIPE
251,231,-24,0,WEST,180,SWIPE
183,231,-68,0,WEST,180,SWIPE
105,231,-78,0,WEST,180,SWIPE
33,227,-72,-4,WEST,-176.8202,SWIPE
21,227,-12,0,WEST,180,SWIPE
33,243,12,16,NORTHEAST,53.1301,SWIPE
97,287,64,44,NORTHEAST,34.50852,SWIPE
151,319,54,32,NORTHEAST,30.65067,SWIPE
199,347,48,28,NORTHEAST,30.25644,SWIPE
235,367,36,20,NORTHEAST,29.0546,SWIPE
253,377,18,10,NORTHEAST,29.0546,SWIPE
253,381,0,4,NORTH,90,SWIPE
SEPARATE   holdFrame = 23
FPS : 61
TOUCH   waitFrame = 16
237,371,0,0,NORTH,90,TOUCH
191,347,-46,-24,SOUTHWEST,-152.4472,SWIPE
181,341,-10,-6,SOUTHWEST,-149.0362,SWIPE
165,323,-16,-18,SOUTHWEST,-131.6335,SWIPE
157,299,-8,-24,SOUTH,-108.435,SWIPE
167,277,10,-22,SOUTHEAST,-65.55605,SWIPE
233,247,66,-30,SOUTHEAST,-24.44395,SWIPE
285,239,52,-8,EAST,-8.746162,SWIPE
327,239,42,0,EAST,0,SWIPE
339,239,12,0,EAST,0,SWIPE
333,239,-6,0,WEST,180,SWIPE
291,239,-42,0,WEST,180,SWIPE
233,241,-58,2,WEST,178.0251,SWIPE
181,245,-52,4,WEST,175.6013,SWIPE
SEPARATE   holdFrame = 14
TOUCH   waitFrame = 15
225,421,0,0,WEST,175.6013,TOUCH
185,393,-40,-28,SOUTHWEST,-145.008,SWIPE
177,383,-8,-10,SOUTHWEST,-128.6598,SWIPE
173,361,-4,-22,SOUTH,-100.3048,SWIPE
185,335,12,-26,SOUTHEAST,-65.22486,SWIPE
225,309,40,-26,SOUTHEAST,-33.02387,SWIPE
257,295,32,-14,SOUTHEAST,-23.62938,SWIPE
SEPARATE   holdFrame = 7
FPS : 60
TOUCH   waitFrame = 12
187,371,0,0,SOUTHEAST,-23.62938,TOUCH
151,347,-36,-24,SOUTHWEST,-146.3099,SWIPE
143,327,-8,-20,SOUTH,-111.8014,SWIPE
147,305,4,-22,SOUTH,-79.69515,SWIPE
SEPARATE   holdFrame = 4
TOUCH   waitFrame = 12
241,311,0,0,SOUTH,-79.69515,TOUCH
229,273,-12,-38,SOUTH,-107.5256,SWIPE
225,265,-4,-8,SOUTHWEST,-116.565,SWIPE
217,243,-8,-22,SOUTH,-109.9831,SWIPE
205,227,-12,-16,SOUTHWEST,-126.8699,SWIPE
177,219,-28,-8,WEST,-164.0546,SWIPE
145,219,-32,0,WEST,180,SWIPE
115,227,-30,8,WEST,165.0686,SWIPE
93,253,-22,26,NORTHWEST,130.2364,SWIPE
91,281,-2,28,NORTH,94.08562,SWIPE
115,311,24,30,NORTHEAST,51.34019,SWIPE
SEPARATE   holdFrame = 11
TOUCH   waitFrame = 13
187,467,0,0,NORTHEAST,51.34019,TOUCH
157,445,-30,-22,SOUTHWEST,-143.7462,SWIPE
147,435,-10,-10,SOUTHWEST,-135,SWIPE
127,413,-20,-22,SOUTHWEST,-132.2737,SWIPE
113,393,-14,-20,SOUTHWEST,-124.992,SWIPE
105,367,-8,-26,SOUTH,-107.1027,SWIPE
111,333,6,-34,SOUTH,-79.99202,SWIPE
131,297,20,-36,SOUTHEAST,-60.9454,SWIPE
165,263,34,-34,SOUTHEAST,-60.9454,SWIPE
209,233,44,-30,SOUTHEAST,-34.28688,SWIPE
239,219,30,-14,SOUTHEAST,-25.01689,SWIPE
249,211,10,-8,SOUTHEAST,-38.65981,SWIPE
247,203,-2,-8,SOUTH,-104.0362,SWIPE
243,197,-4,-6,SOUTHWEST,-123.6901,SWIPE
197,173,-46,-24,SOUTHWEST,-152.4472,SWIPE
153,171,-44,-2,WEST,-177.3974,SWIPE
FPS : 61
103,173,-50,2,WEST,177.7094,SWIPE
49,199,-54,26,NORTHWEST,154.2901,SWIPE
41,209,-8,10,NORTHWEST,128.6598,SWIPE
35,239,-6,30,NORTH,101.3099,SWIPE
51,279,16,40,NORTH,68.19859,SWIPE
SEPARATE   holdFrame = 21
TOUCH   waitFrame = 14
89,397,0,0,NORTH,68.19859,TOUCH
103,327,14,-70,SOUTH,-78.69007,SWIPE
123,311,20,-16,SOUTHEAST,-38.65981,SWIPE
183,279,60,-32,SOUTHEAST,-28.07249,SWIPE
253,253,70,-26,EAST,-20.37644,SWIPE
257,249,4,-4,EAST,-20.37644,SWIPE
251,249,-6,0,WEST,180,SWIPE
221,247,-30,-2,WEST,-176.1859,SWIPE
175,249,-46,2,WEST,177.5104,SWIPE
117,253,-58,4,WEST,176.0548,SWIPE
SEPARATE   holdFrame = 10
TOUCH   waitFrame = 5
127,255,0,0,WEST,176.0548,TOUCH
153,249,26,-6,EAST,-12.99462,SWIPE
151,247,-2,-2,SOUTHWEST,-135,SWIPE
129,243,-22,-4,WEST,-169.6951,SWIPE
103,243,-26,0,WEST,180,SWIPE
SEPARATE   holdFrame = 5
TOUCH   waitFrame = 5
139,177,0,0,WEST,180,TOUCH
173,169,34,-8,EAST,-13.24052,SWIPE
177,171,4,2,NORTHEAST,26.56505,SWIPE
SEPARATE   holdFrame = 3
TOUCH   waitFrame = 4
229,291,0,0,NORTHEAST,26.56505,TOUCH
203,321,-26,30,NORTHWEST,130.9144,SWIPE
175,337,-28,16,NORTHWEST,150.2551,SWIPE
119,357,-56,20,WEST,160.3462,SWIPE
55,371,-64,14,WEST,167.6609,SWIPE
FPS : 60
SEPARATE   holdFrame = 5
TOUCH   waitFrame = 3
-7,277,0,0,WEST,167.6609,TOUCH
21,237,28,-40,SOUTHEAST,-55.00798,SWIPE
51,217,30,-20,SOUTHEAST,-33.69007,SWIPE
91,201,40,-16,EAST,-21.80141,SWIPE
151,197,60,-4,EAST,-3.814075,SWIPE
SEPARATE   holdFrame = 5
TOUCH   waitFrame = 4
269,263,0,0,EAST,-3.814075,TOUCH
263,295,-6,32,NORTH,100.6197,SWIPE
255,307,-8,12,NORTHWEST,123.6901,SWIPE
239,319,-16,12,NORTHWEST,143.1301,SWIPE
217,329,-22,10,NORTHWEST,155.556,SWIPE
SEPARATE   holdFrame = 5
TOUCH   waitFrame = 3
119,229,0,0,NORTHWEST,155.556,TOUCH
141,169,22,-60,SOUTH,-69.8637,SWIPE
149,161,8,-8,SOUTH,-69.8637,SWIPE
177,155,28,-6,EAST,-12.09476,SWIPE
221,167,44,12,EAST,15.25512,SWIPE
253,191,32,24,NORTHEAST,36.8699,SWIPE
277,221,24,30,NORTHEAST,51.34019,SWIPE
SEPARATE   holdFrame = 7
TOUCH   waitFrame = 2
213,311,0,0,NORTHEAST,51.34019,TOUCH
175,313,-38,2,WEST,176.9872,SWIPE
167,313,-8,0,WEST,180,SWIPE
155,303,-12,-10,SOUTHWEST,-140.1944,SWIPE
149,287,-6,-16,SOUTH,-110.556,SWIPE
151,267,2,-20,SOUTH,-84.28941,SWIPE
167,251,16,-16,SOUTH,-84.28941,SWIPE
211,245,44,-6,EAST,-7.765166,SWIPE
259,257,48,12,EAST,14.03624,SWIPE
301,287,42,30,NORTHEAST,35.53768,SWIPE
317,339,16,52,NORTH,72.89727,SWIPE
311,355,-6,16,NORTH,110.556,SWIPE
275,389,-36,34,NORTHWEST,136.6366,SWIPE
201,403,-74,14,WEST,169.2869,SWIPE
141,393,-60,-10,WEST,-170.5377,SWIPE
103,357,-38,-36,SOUTHWEST,-136.5482,SWIPE
97,319,-6,-38,SOUTH,-98.97263,SWIPE
123,289,26,-30,SOUTHEAST,-49.08562,SWIPE
161,289,38,0,EAST,0,SWIPE
209,307,48,18,EAST,20.55605,SWIPE
241,335,32,28,NORTHEAST,41.18592,SWIPE
251,361,10,26,NORTH,68.96249,SWIPE
239,381,-12,20,NORTHWEST,120.9638,SWIPE
193,389,-46,8,WEST,170.1342,SWIPE
139,375,-54,-14,WEST,-165.4655,SWIPE
75,327,-64,-48,SOUTHWEST,-143.1301,SWIPE
