TOUCHwaitFrame = 25
123,383,0,0,CENTER,0,TOUCH
105,377,-18,-6,WEST,-161.565,SWIPE
101,375,-4,-2,SOUTHWEST,-153.435,SWIPE
97,371,-4,-4,SOUTHWEST,-135,SWIPE
95,369,-2,-2,SOUTHWEST,-135,SWIPE
91,367,-4,-2,SOUTHWEST,-153.435,SWIPE
85,359,-6,-8,SOUTHWEST,-126.8699,SWIPE
83,355,-2,-4,SOUTHWEST,-116.565,SWIPE
77,339,-6,-16,SOUTH,-110.556,SWIPE
73,327,-4,-12,SOUTH,-108.435,SWIPE
73,309,0,-18,SOUTH,-90,SWIPE
75,291,2,-18,SOUTH,-83.65981,SWIPE
83,275,8,-16,SOUTHEAST,-63.43495,SWIPE
95,261,12,-14,SOUTHEAST,-49.3987,SWIPE
113,249,18,-12,SOUTHEAST,-33.69007,SWIPE
131,241,18,-8,SOUTHEAST,-23.96249,SWIPE
173,235,42,-6,EAST,-8.130102,SWIPE
187,235,14,0,EAST,0,SWIPE
209,239,22,4,EAST,10.30485,SWIPE
235,255,26,16,NORTHEAST,31.6075,SWIPE
247,269,12,14,NORTHEAST,49.3987,SWIPE
253,289,6,20,NORTH,73.30076,SWIPE
251,305,-2,16,NORTH,97.12502,SWIPE
243,321,-8,16,NORTHWEST,116.565,SWIPE
229,339,-14,18,NORTHWEST,127.875,SWIPE
189,365,-40,26,NORTHWEST,146.9761,SWIPE
173,373,-16,8,NORTHWEST,153.435,SWIPE
137,389,-36,16,NORTHWEST,156.0375,SWIPE
123,393,-14,4,WEST,164.0546,SWIPE
SEPARATEholdFrame = 0
TOUCHwaitFrame = 27
75,185,0,0,WEST,164.0546,TOUCH
107,179,32,-6,EAST,-10.61965,SWIPE
127,175,20,-4,EAST,-11.30993,SWIPE
169,179,42,4,EAST,5.440332,SWIPE
177,183,8,4,NORTHEAST,26.56505,SWIPE
195,199,18,16,NORTHEAST,41.63354,SWIPE
207,219,12,20,NORTHEAST,59.03624,SWIPE
217,257,10,38,NORTH,75.25644,SWIPE
217,269,0,12,NORTH,90,SWIPE
213,291,-4,22,NORTH,100.3048,SWIPE
SEPARATEholdFrame = 0
TOUCHwaitFrame = 58
243,119,0,0,NORTH,100.3048,TOUCH
241,119,-2,0,WEST,180,SWIPE
235,119,-6,0,WEST,180,SWIPE
213,119,-22,0,WEST,180,SWIPE
183,119,-30,0,WEST,180,SWIPE
137,119,-46,0,WEST,180,SWIPE
103,119,-34,0,WEST,180,SWIPE
81,121,-22,2,WEST,174.8056,SWIPE
79,121,-2,0,WEST,180,SWIPE
87,121,8,0,EAST,0,SWIPE
113,123,26,2,EAST,4.398705,SWIPE
159,127,46,4,EAST,4.969741,SWIPE
209,137,50,10,EAST,11.30993,SWIPE
245,149,36,12,EAST,18.43495,SWIPE
263,163,18,14,NORTHEAST,37.87498,SWIPE
265,177,2,14,NORTH,81.8699,SWIPE
255,199,-10,22,NORTHWEST,114.444,SWIPE
229,231,-26,32,NORTHWEST,129.0939,SWIPE
219,241,-10,10,NORTHWEST,129.0939,SWIPE
195,261,-24,20,NORTHWEST,140.1944,SWIPE
161,283,-34,22,NORTHWEST,147.0948,SWIPE
SEPARATEholdFrame = 0
TOUCHwaitFrame = 82
123,359,0,0,NORTHWEST,147.0948,TOUCH
73,335,-50,-24,SOUTHWEST,-154.359,SWIPE
63,331,-10,-4,WEST,-158.1986,SWIPE
55,321,-8,-10,SOUTHWEST,-128.6598,SWIPE
55,307,0,-14,SOUTH,-90,SWIPE
57,293,2,-14,SOUTH,-81.8699,SWIPE
69,277,12,-16,SOUTHEAST,-53.1301,SWIPE
85,263,16,-14,SOUTHEAST,-41.18592,SWIPE
113,249,28,-14,SOUTHEAST,-26.56505,SWIPE
151,243,38,-6,EAST,-8.972627,SWIPE
187,243,36,0,EAST,0,SWIPE
229,253,42,10,EAST,13.3925,SWIPE
237,265,8,12,NORTHEAST,56.30993,SWIPE
235,281,-2,16,NORTH,97.12502,SWIPE
219,301,-16,20,NORTHWEST,128.6598,SWIPE
201,319,-18,18,NORTHWEST,128.6598,SWIPE
175,335,-26,16,NORTHWEST,148.3925,SWIPE
157,343,-18,8,NORTHWEST,156.0375,SWIPE
149,347,-8,4,NORTHWEST,153.435,SWIPE
147,347,-2,0,WEST,180,SWIPE
147,347,0,0,WEST,180,SWIPE
SEPARATEholdFrame = 0
TOUCHwaitFrame = 33
135,111,0,0,WEST,180,TOUCH
135,111,0,0,WEST,180,SWIPE
135,111,0,0,WEST,180,SWIPE
135,111,0,0,WEST,180,SWIPE
135,111,0,0,WEST,180,SWIPE
SEPARATEholdFrame = 0
TOUCHwaitFrame = 4
175,111,0,0,WEST,180,TOUCH
189,111,14,0,EAST,0,SWIPE
191,111,2,0,EAST,0,SWIPE
197,111,6,0,EAST,0,SWIPE
209,113,12,2,EAST,9.462322,SWIPE
219,117,10,4,EAST,21.80141,SWIPE
SEPARATEholdFrame = 0
TOUCHwaitFrame = 4
235,135,0,0,EAST,21.80141,TOUCH
235,139,0,4,NORTH,90,SWIPE
235,141,0,2,NORTH,90,SWIPE
235,147,0,6,NORTH,90,SWIPE
239,157,4,10,NORTH,68.19859,SWIPE
SEPARATEholdFrame = 0
