TOUCH   waitFrame = 39
257,266,0,0,CENTER,0,TOUCH,1
251,262,-6,-4,SOUTHWEST,213.6901,SWIPE,1
249,256,-2,-6,SOUTH,251.565,SWIPE,1
245,250,-4,-6,SOUTHWEST,236.3099,SWIPE,1
239,238,-6,-12,SOUTHWEST,243.435,SWIPE,1
235,228,-4,-10,SOUTH,248.1986,SWIPE,1
227,214,-8,-14,SOUTHWEST,240.2551,SWIPE,1
223,202,-4,-12,SOUTH,251.565,SWIPE,1
221,182,-2,-20,SOUTH,264.2894,SWIPE,1
223,168,2,-14,SOUTH,278.1301,SWIPE,1
229,150,6,-18,SOUTH,288.4349,SWIPE,1
235,142,6,-8,SOUTHEAST,306.8699,SWIPE,1
243,132,8,-10,SOUTHEAST,308.6598,SWIPE,50
251,126,8,-6,SOUTHEAST,323.1301,SWIPE,50
265,116,14,-10,SOUTHEAST,324.4623,SWIPE,50
279,112,14,-4,EAST,344.0546,SWIPE,50
289,112,10,0,EAST,0,SWIPE,50
299,112,10,0,EAST,0,SWIPE,50
323,118,24,6,EAST,14.03624,SWIPE,50
345,128,22,10,NORTHEAST,24.44395,SWIPE,50
375,148,30,20,NORTHEAST,33.69007,SWIPE,50
391,164,16,16,NORTHEAST,45,SWIPE,50
401,188,10,24,NORTHEAST,67.38013,SWIPE,50
401,216,0,28,NORTH,90,SWIPE,50
399,238,-2,22,NORTH,95.19443,SWIPE,50
389,260,-10,22,NORTHWEST,114.444,SWIPE,50
361,298,-28,38,NORTHWEST,126.3843,SWIPE,50
335,322,-26,24,NORTHWEST,137.2906,SWIPE,50
281,366,-54,44,NORTHWEST,140.8263,SWIPE,50
247,392,-34,26,NORTHWEST,142.5946,SWIPE,50
199,422,-48,30,NORTHWEST,147.9946,SWIPE,50
159,444,-40,22,NORTHWEST,151.1892,SWIPE,50
135,454,-24,10,NORTHWEST,157.3801,SWIPE,50
115,460,-20,6,WEST,163.3008,SWIPE,50
97,468,-18,8,NORTHWEST,156.0375,SWIPE,50
91,476,-6,8,NORTHWEST,126.8699,SWIPE,50
87,486,-4,10,NORTH,111.8014,SWIPE,50
85,510,-2,24,NORTH,94.76364,SWIPE,50
89,528,4,18,NORTH,77.4712,SWIPE,50
101,548,12,20,NORTHEAST,59.03624,SWIPE,50
129,584,28,36,NORTHEAST,52.12502,SWIPE,50
153,602,24,18,NORTHEAST,36.8699,SWIPE,50
185,628,32,26,NORTHEAST,39.09386,SWIPE,50
197,636,12,8,NORTHEAST,33.69007,SWIPE,50
203,638,6,2,EAST,18.43495,SWIPE,50
203,638,0,0,EAST,18.43495,SWIPE,50
203,638,0,0,EAST,18.43495,SWIPE,50
203,628,0,-10,SOUTH,270,SWIPE,50
203,616,0,-12,SOUTH,270,SWIPE,50
199,588,-4,-28,SOUTH,261.8699,SWIPE,50
193,560,-6,-28,SOUTH,257.9052,SWIPE,50
181,506,-12,-54,SOUTH,257.4712,SWIPE,50
173,472,-8,-34,SOUTH,256.7595,SWIPE,50
151,396,-22,-76,SOUTH,253.8557,SWIPE,50
143,368,-8,-28,SOUTH,254.0546,SWIPE,50
133,346,-10,-22,SOUTHWEST,245.556,SWIPE,50
115,318,-18,-28,SOUTHWEST,237.2648,SWIPE,50
105,304,-10,-14,SOUTHWEST,234.4623,SWIPE,50
97,288,-8,-16,SOUTHWEST,243.435,SWIPE,50
87,264,-10,-24,SOUTHWEST,247.3801,SWIPE,50
85,246,-2,-18,SOUTH,263.6598,SWIPE,50
87,220,2,-26,SOUTH,274.3987,SWIPE,50
95,204,8,-16,SOUTHEAST,296.5651,SWIPE,50
111,184,16,-20,SOUTHEAST,308.6598,SWIPE,50
129,172,18,-12,SOUTHEAST,326.3099,SWIPE,50
147,164,18,-8,SOUTHEAST,336.0375,SWIPE,50
163,162,16,-2,EAST,352.875,SWIPE,50
199,168,36,6,EAST,9.462322,SWIPE,50
219,182,20,14,NORTHEAST,34.99202,SWIPE,50
245,214,26,32,NORTHEAST,50.90614,SWIPE,50
263,252,18,38,NORTHEAST,64.65382,SWIPE,50
273,308,10,56,NORTH,79.87533,SWIPE,50
275,354,2,46,NORTH,87.51044,SWIPE,50
275,406,0,52,NORTH,90,SWIPE,50
277,434,2,28,NORTH,85.91438,SWIPE,50
287,464,10,30,NORTH,71.56505,SWIPE,50
297,480,10,16,NORTHEAST,57.99462,SWIPE,50
317,494,20,14,NORTHEAST,34.99202,SWIPE,50
329,498,12,4,EAST,18.43495,SWIPE,50
349,500,20,2,EAST,5.710593,SWIPE,50
361,500,12,0,EAST,0,SWIPE,50
369,496,8,-4,SOUTHEAST,333.4349,SWIPE,50
373,492,4,-4,SOUTHEAST,333.4349,SWIPE,50
375,480,2,-12,SOUTH,279.4623,SWIPE,50
377,462,2,-18,SOUTH,276.3402,SWIPE,50
375,446,-2,-16,SOUTH,262.875,SWIPE,50
359,420,-16,-26,SOUTHWEST,238.3925,SWIPE,50
343,404,-16,-16,SOUTHWEST,225,SWIPE,50
301,378,-42,-26,SOUTHWEST,211.7595,SWIPE,50
267,366,-34,-12,WEST,199.44,SWIPE,50
201,362,-66,-4,WEST,183.4682,SWIPE,50
155,366,-46,4,WEST,175.0303,SWIPE,50
93,376,-62,10,WEST,170.8376,SWIPE,50
55,384,-38,8,WEST,168.1113,SWIPE,50
7,392,-48,8,WEST,170.5377,SWIPE,50
-21,396,-28,4,WEST,171.8699,SWIPE,50
