90,345,0,0,CENTER,0,TOUCH
84,325,-6,-20,SOUTH,-106.6992,SWIPE
74,299,-10,-26,SOUTH,-111.0375,SWIPE
68,279,-6,-20,SOUTH,-106.6992,SWIPE
66,259,-2,-20,SOUTH,-95.71059,SWIPE
66,239,0,-20,SOUTH,-90,SWIPE
100,189,34,-50,SOUTHEAST,-55.7843,SWIPE
134,171,34,-18,SOUTHEAST,-27.89727,SWIPE
190,151,56,-20,EAST,-19.65382,SWIPE
208,149,18,-2,EAST,-6.340192,SWIPE
250,153,42,4,EAST,5.440332,SWIPE
264,163,14,10,NORTHEAST,35.53768,SWIPE
272,181,8,18,NORTHEAST,66.03751,SWIPE
278,219,6,38,NORTH,81.02737,SWIPE
280,249,2,30,NORTH,86.18592,SWIPE
282,277,2,28,NORTH,85.91438,SWIPE
280,303,-2,26,NORTH,94.3987,SWIPE
272,325,-8,22,NORTH,109.9831,SWIPE
254,341,-18,16,NORTHWEST,138.3665,SWIPE
224,357,-30,16,NORTHWEST,151.9275,SWIPE
188,365,-36,8,WEST,167.4712,SWIPE
162,365,-26,0,WEST,180,SWIPE
144,359,-18,-6,WEST,-161.565,SWIPE
124,355,-20,-4,WEST,-168.6901,SWIPE
108,351,-16,-4,WEST,-165.9638,SWIPE
102,349,-6,-2,WEST,-161.565,SWIPE
102,349,0,0,WEST,-161.565,SWIPE
102,349,0,0,WEST,-161.565,SWIPE
60,95,0,0,CENTER,0,TOUCH
60,95,0,0,CENTER,0,SWIPE
60,95,0,0,CENTER,0,SWIPE
60,95,0,0,CENTER,0,SWIPE
64,95,4,0,EAST,0,SWIPE
88,97,24,2,EAST,4.763642,SWIPE
122,97,34,0,EAST,0,SWIPE
164,97,42,0,EAST,0,SWIPE
202,97,38,0,EAST,0,SWIPE
234,95,32,-2,EAST,-3.576334,SWIPE
262,95,28,0,EAST,0,SWIPE
268,95,6,0,EAST,0,SWIPE
268,95,0,0,EAST,0,SWIPE
268,95,0,0,EAST,0,SWIPE
268,95,0,0,EAST,0,SWIPE
268,95,0,0,EAST,0,SWIPE
264,97,-4,2,NORTHWEST,153.435,SWIPE
258,111,-6,14,NORTHWEST,113.1986,SWIPE
244,151,-14,40,NORTH,109.29,SWIPE
238,181,-6,30,NORTH,101.3099,SWIPE
232,207,-6,26,NORTH,102.9946,SWIPE
228,227,-4,20,NORTH,101.3099,SWIPE
224,239,-4,12,NORTH,108.435,SWIPE
222,243,-2,4,NORTHWEST,116.565,SWIPE
