34,221,0,0,CENTER,0,TOUCH
46,223,12,2,EAST,9.462322,SWIPE
50,225,4,2,NORTHEAST,26.56505,SWIPE
58,229,8,4,NORTHEAST,26.56505,SWIPE
68,231,10,2,EAST,11.30993,SWIPE
80,231,12,0,EAST,0,SWIPE
94,229,14,-2,EAST,-8.130102,SWIPE
120,211,26,-18,SOUTHEAST,-34.69516,SWIPE
130,205,10,-6,SOUTHEAST,-30.96376,SWIPE
148,185,18,-20,SOUTHEAST,-48.01279,SWIPE
172,157,24,-28,SOUTHEAST,-49.3987,SWIPE
180,149,8,-8,SOUTHEAST,-49.3987,SWIPE
196,131,16,-18,SOUTHEAST,-48.36646,SWIPE
198,127,2,-4,SOUTHEAST,-63.43495,SWIPE
200,127,2,0,EAST,0,SWIPE
200,125,0,-2,SOUTH,-90,SWIPE
200,121,0,-4,SOUTH,-90,SWIPE
198,113,-2,-8,SOUTH,-104.0362,SWIPE
192,101,-6,-12,SOUTHWEST,-116.565,SWIPE
188,85,-4,-16,SOUTH,-104.0362,SWIPE
184,69,-4,-16,SOUTH,-104.0362,SWIPE
182,53,-2,-16,SOUTH,-97.12502,SWIPE
178,39,-4,-14,SOUTH,-105.9454,SWIPE
172,27,-6,-12,SOUTHWEST,-116.565,SWIPE
160,13,-12,-14,SOUTHWEST,-130.6013,SWIPE
148,-1,-12,-14,SOUTHWEST,-130.6013,SWIPE
138,-7,-10,-6,SOUTHWEST,-149.0362,SWIPE
128,-11,-10,-4,WEST,-158.1986,SWIPE
118,-17,-10,-6,SOUTHWEST,-149.0362,SWIPE
118,-13,0,4,NORTH,90,SWIPE
118,-5,0,8,NORTH,90,SWIPE
116,1,-2,6,NORTH,108.435,SWIPE
116,9,0,8,NORTH,90,SWIPE
114,17,-2,8,NORTH,104.0362,SWIPE
114,23,0,6,NORTH,90,SWIPE
112,29,-2,6,NORTH,108.435,SWIPE
112,33,0,4,NORTH,90,SWIPE
114,39,2,6,NORTH,71.56505,SWIPE
116,49,2,10,NORTH,78.69007,SWIPE
116,57,0,8,NORTH,90,SWIPE
116,67,0,10,NORTH,90,SWIPE
118,75,2,8,NORTH,75.96376,SWIPE
120,81,2,6,NORTH,71.56505,SWIPE
120,85,0,4,NORTH,90,SWIPE
122,89,2,4,NORTHEAST,63.43495,SWIPE
124,99,2,10,NORTH,78.69007,SWIPE
126,105,2,6,NORTH,71.56505,SWIPE
126,111,0,6,NORTH,90,SWIPE
130,115,4,4,NORTHEAST,45,SWIPE
134,121,4,6,NORTHEAST,56.30993,SWIPE
136,123,2,2,NORTHEAST,45,SWIPE
144,127,8,4,NORTHEAST,26.56505,SWIPE
146,133,2,6,NORTH,71.56505,SWIPE
150,137,4,4,NORTHEAST,45,SWIPE
150,137,0,0,NORTHEAST,45,SWIPE
150,137,0,0,NORTHEAST,45,SWIPE
150,137,0,0,NORTHEAST,45,SWIPE
150,137,0,0,NORTHEAST,45,SWIPE
150,137,0,0,NORTHEAST,45,SWIPE
