TOUCH   waitFrame = 104
138,375,0,0,CENTER,0,TOUCH,51
124,373,-14,-2,WEST,-171.8699,SWIPE,51
104,361,-20,-12,SOUTHWEST,-149.0362,SWIPE,51
98,355,-6,-6,SOUTHWEST,-135,SWIPE,51
84,335,-14,-20,SOUTHWEST,-124.992,SWIPE,51
84,321,0,-14,SOUTH,-90,SWIPE,51
92,299,8,-22,SOUTH,-70.01689,SWIPE,60
110,271,18,-28,SOUTHEAST,-57.26477,SWIPE,60
130,239,20,-32,SOUTHEAST,-57.99462,SWIPE,60
150,211,20,-28,SOUTHEAST,-54.46232,SWIPE,60
162,185,12,-26,SOUTHEAST,-65.22486,SWIPE,60
162,177,0,-8,SOUTH,-90,SWIPE,60
156,165,-6,-12,SOUTHWEST,-116.565,SWIPE,60
140,155,-16,-10,SOUTHWEST,-147.9946,SWIPE,60
114,149,-26,-6,WEST,-167.0054,SWIPE,60
78,149,-36,0,WEST,180,SWIPE,60
72,151,-6,2,WEST,161.565,SWIPE,60
72,153,0,2,NORTH,90,SWIPE,60
74,187,2,34,NORTH,86.63354,SWIPE,60
88,221,14,34,NORTH,67.61987,SWIPE,60
108,257,20,36,NORTHEAST,60.9454,SWIPE,60
142,299,34,42,NORTHEAST,51.00901,SWIPE,60
174,331,32,32,NORTHEAST,45,SWIPE,60
SEPARATE   holdFrame = 23
TOUCH   waitFrame = 7
110,345,0,0,NORTHEAST,45,TOUCH,60
114,295,4,-50,SOUTH,-85.42608,SWIPE,60
120,259,6,-36,SOUTH,-80.53768,SWIPE,60
124,219,4,-40,SOUTH,-84.28941,SWIPE,60
132,177,8,-42,SOUTH,-79.2157,SWIPE,60
136,151,4,-26,SOUTH,-81.25384,SWIPE,60
136,145,0,-6,SOUTH,-90,SWIPE,60
126,143,-10,-2,WEST,-168.6901,SWIPE,60
110,143,-16,0,WEST,180,SWIPE,60
86,147,-24,4,WEST,170.5377,SWIPE,60
74,157,-12,10,NORTHWEST,140.1944,SWIPE,60
SEPARATE   holdFrame = 11
TOUCH   waitFrame = 9
166,313,0,0,NORTHWEST,140.1944,TOUCH,60
146,271,-20,-42,SOUTHWEST,-115.4633,SWIPE,60
122,241,-24,-30,SOUTHWEST,-128.6598,SWIPE,60
96,213,-26,-28,SOUTHWEST,-132.8789,SWIPE,60
78,193,-18,-20,SOUTHWEST,-131.9872,SWIPE,60
76,191,-2,-2,SOUTHWEST,-135,SWIPE,60
80,191,4,0,EAST,0,SWIPE,60
SEPARATE   holdFrame = 7
TOUCH   waitFrame = 5
162,261,0,0,EAST,0,TOUCH,60
150,259,-12,-2,WEST,-170.5377,SWIPE,60
146,255,-4,-4,SOUTHWEST,-135,SWIPE,61
142,241,-4,-14,SOUTH,-105.9454,SWIPE,61
144,231,2,-10,SOUTH,-78.69007,SWIPE,61
150,223,6,-8,SOUTHEAST,-53.1301,SWIPE,61
158,217,8,-6,SOUTHEAST,-36.8699,SWIPE,61
158,217,0,0,SOUTHEAST,-36.8699,SWIPE,61
158,217,0,0,SOUTHEAST,-36.8699,SWIPE,61
SEPARATE   holdFrame = 9
TOUCH   waitFrame = 4
164,195,0,0,SOUTHEAST,-36.8699,TOUCH,61
164,165,0,-30,SOUTH,-90,SWIPE,61
164,155,0,-10,SOUTH,-90,SWIPE,61
160,131,-4,-24,SOUTH,-99.46233,SWIPE,61
156,121,-4,-10,SOUTH,-111.8014,SWIPE,61
152,119,-4,-2,SOUTHWEST,-153.435,SWIPE,61
148,119,-4,0,WEST,180,SWIPE,61
SEPARATE   holdFrame = 7
TOUCH   waitFrame = 4
78,137,0,0,WEST,180,TOUCH,61
78,137,0,0,WEST,180,SWIPE,61
80,141,2,4,NORTHEAST,63.43495,SWIPE,61
96,153,16,12,NORTHEAST,36.8699,SWIPE,61
124,167,28,14,NORTHEAST,26.56505,SWIPE,61
180,195,56,28,NORTHEAST,26.56505,SWIPE,61
202,207,22,12,NORTHEAST,28.61046,SWIPE,61
214,213,12,6,NORTHEAST,26.56505,SWIPE,61
218,219,4,6,NORTHEAST,56.30993,SWIPE,61
220,231,2,12,NORTH,80.53768,SWIPE,61
220,249,0,18,NORTH,90,SWIPE,61
220,267,0,18,NORTH,90,SWIPE,61
216,289,-4,22,NORTH,100.3048,SWIPE,61
200,323,-16,34,NORTHWEST,115.2011,SWIPE,61
186,345,-14,22,NORTHWEST,122.4712,SWIPE,61
168,357,-18,12,NORTHWEST,146.3099,SWIPE,61
150,361,-18,4,WEST,167.4712,SWIPE,61
134,359,-16,-2,WEST,-172.875,SWIPE,61
116,337,-18,-22,SOUTHWEST,-129.2894,SWIPE,61
116,289,0,-48,SOUTH,-90,SWIPE,61
136,253,20,-36,SOUTHEAST,-60.9454,SWIPE,61
166,223,30,-30,SOUTHEAST,-60.9454,SWIPE,61
202,197,36,-26,SOUTHEAST,-35.83765,SWIPE,61
232,181,30,-16,SOUTHEAST,-28.07249,SWIPE,61
236,179,4,-2,SOUTHEAST,-26.56505,SWIPE,61
SEPARATE   holdFrame = 25
TOUCH   waitFrame = 10
252,339,0,0,SOUTHEAST,-26.56505,TOUCH,60
258,369,6,30,NORTH,78.69007,SWIPE,60
252,375,-6,6,NORTH,78.69007,SWIPE,60
246,377,-6,2,WEST,161.565,SWIPE,60
236,375,-10,-2,WEST,-168.6901,SWIPE,60
206,359,-30,-16,SOUTHWEST,-151.9275,SWIPE,60
174,333,-32,-26,SOUTHWEST,-140.9061,SWIPE,60
140,287,-34,-46,SOUTHWEST,-126.4692,SWIPE,60
130,255,-10,-32,SOUTH,-107.354,SWIPE,60
SEPARATE   holdFrame = 9
TOUCH   waitFrame = 8
64,245,0,0,SOUTH,-107.354,TOUCH,60
58,273,-6,28,NORTH,102.0948,SWIPE,60
58,311,0,38,NORTH,90,SWIPE,60
58,355,0,44,NORTH,90,SWIPE,60
68,393,10,38,NORTH,75.25644,SWIPE,60
88,427,20,34,NORTHEAST,59.53446,SWIPE,60
SEPARATE   holdFrame = 6
