FPS : 63
FPS : 53
FPS : 58
FPS : 58
FPS : 59
FPS : 59
FPS : 58
FPS : 58
FPS : 58
FPS : 59
FPS : 58
FPS : 58
FPS : 59
FPS : 58
FPS : 59
FPS : 58
FPS : 58
FPS : 59
FPS : 58
FPS : 58
FPS : 59
FPS : 58
FPS : 58
FPS : 59
FPS : 58
FPS : 57
FPS : 60
FPS : 58
FPS : 58
FPS : 59
FPS : 58
FPS : 58
FPS : 59
FPS : 58
FPS : 59
FPS : 58
FPS : 58
FPS : 58
FPS : 59
TOUCH   waitFrame = 2300
180.8732,111.8002,0,0,CENTER,0,TOUCH
258.7981,109.2434,77.92494,-2.556824,EAST,-1.879279,SWIPE
327.394,106.1623,68.59589,-3.081116,EAST,-2.571821,SWIPE
369.8325,106.6866,42.43848,0.524353,EAST,0.7078879,SWIPE
376.8508,106.6866,7.01828,0,EAST,0,SWIPE
384.8878,106.6866,8.037079,0,EAST,0,SWIPE
394.3376,107.965,9.449707,1.278381,EAST,7.704352,SWIPE
399.4662,110.1974,5.128693,2.232422,NORTHEAST,23.52257,SWIPE
402.2149,112.3656,2.748627,2.168152,NORTHEAST,38.26683,SWIPE
404.2964,117.3395,2.081573,4.973877,NORTHEAST,67.29063,SWIPE
405.4054,134.8343,1.108948,17.49481,NORTH,86.37303,SWIPE
406.6528,172.3121,1.247406,37.47784,NORTH,88.09368,SWIPE
405.6103,197.6998,-1.04248,25.3877,NORTH,92.35139,SWIPE
407.2765,219.186,1.666168,21.48621,NORTH,85.56582,SWIPE
406.6528,243.642,-0.6236877,24.45593,NORTH,91.46087,SWIPE
404.3051,264.9786,-2.347656,21.33667,NORTH,96.27895,SWIPE
402.9106,288.2197,-1.394531,23.24109,NORTH,93.43379,SWIPE
400.4158,294.6117,-2.494812,6.391968,NORTH,111.3209,SWIPE
400.4158,301.0037,0,6.392029,NORTH,90,SWIPE
399.1684,308.6742,-1.247406,7.670471,NORTH,99.23683,SWIPE
399.1684,308.6742,0,0,NORTH,99.23683,SWIPE
FPS : 46
399.1684,308.6742,0,0,NORTH,99.23683,SWIPE
SEPARATE   holdFrame = 22
FPS : 61
TOUCH   waitFrame = 112
